"X","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","lon","lat"
"bswhealth","Largest not-for-profit health care system in Texas. <U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B>Inpatient, outpatient, rehab & emergency services in 48 hospitals & 1000+ patient access points",4701,3520,2504,135,"https://t.co/v9mMDtjZhX","Baylor Scott & White","2015-10-05 18:42:18",FALSE,FALSE,"bswhealth","Texas, USA","en",3794863392,140,FALSE,"http://pbs.twimg.com/profile_images/684818494689525760/TpqVHaBc_normal.png",-95.3698028,29.7604267
"ThisDayInWWI","Support on Patron https://t.co/73Ntj87OqO
or follow Facebook: https://t.co/1khlkWUMhq Tumblr:  http://t.co/U4jUh3MYP4 IG https://t.co/basouqnXj7",58061,6037,1096,377,"https://t.co/toEWETIGKq","WWI covered live","2014-02-08 00:31:02",FALSE,FALSE,"ThisDayInWWI","Land of the Rising Sun","en",2332601496,259,FALSE,"http://pbs.twimg.com/profile_images/431949846618988544/v_gjDIhN_normal.jpeg",-87.9889556,41.931696
"TryAHN","Access to Healthcare Network (AHN)—a non-profit providing 200,000 Nevadans w/ comprehensive access to healthcare services yearly.",97,188,78,556,"http://t.co/Mj6xOBx9ql","Access to Healthcare","2014-10-09 23:14:04",FALSE,FALSE,"TryAHN","Nevada","en",2849336263,4,FALSE,"http://pbs.twimg.com/profile_images/520351922520207360/V61vtlnj_normal.png",-76.8867008,40.2731911
"WVSchoolNurse","",448,52,578,117,"https://t.co/fJc1pmD9VY","WVASN","2018-01-19 23:34:48",FALSE,FALSE,"WVSchoolNurse","West Virginia, USA","en",954497398058995712,1,FALSE,"http://pbs.twimg.com/profile_images/954533953414877184/wAxDPRSl_normal.jpg",-78.4766781,38.0293059
"rgibson103","Poet, b. 1980 to a railroad worker & a teacher; clinically depressed since '97, on disability since '03; MFA from FAU. Meridian out now from @glasslyrepress.",14258,471,24,362,"https://t.co/ExLz2MTEfk","Raymond Gibson <U+2744>","2014-12-25 05:17:08",FALSE,FALSE,"rgibson103","Hollywood, FL","en",2940357113,32,FALSE,"http://pbs.twimg.com/profile_images/968302643910250496/wxrTTXH2_normal.jpg",-93.0275802,44.8759802
"alska_care","alska is a tool to help caregivers and patients better manage care.  https://t.co/3x9lO5TbtY  https://t.co/C0EWGbVyOw",436,69,73,189,"https://t.co/5zlmYlrpk4","alska","2015-09-23 11:35:25",FALSE,FALSE,"alska_care","Minnesota, USA","en",3659095214,6,FALSE,"http://pbs.twimg.com/profile_images/646650056574038017/aiMuhGoi_normal.png",-74.4056612,40.0583238
"Remedyke","Have 3 cats, congenital hydrocephalus, tweet news, Ottawa happenings, mental illness, LDs, food pics, refugee issues, true crime, travel pics, nature",78306,1144,9345,471,"https://t.co/KHrgZW8OAu","Lisa Robinson","2009-08-08 23:45:28",FALSE,FALSE,"Remedyke","Ottawa, Canada","en",64067642,108,FALSE,"http://pbs.twimg.com/profile_images/921560901882322944/sVlZ4-DN_normal.jpg",-74.0059728,40.7127753
"Medscape","Medscape provides breaking medical news and expert perspectives, drug and disease information, and free CME across 30+ medical specialties.",29577,144043,1556,42930,"http://t.co/oCTatZ8LWl","Medscape","2008-10-21 19:26:01",FALSE,TRUE,"Medscape","New York","en",16892009,2631,FALSE,"http://pbs.twimg.com/profile_images/806155527734624256/tDU7Imyb_normal.jpg",-70.5205436,19.2152609
"WashCoverStay","Monterey County Public Health Bureau: Prevent. Detect. Respond.",1965,367,2142,256,"https://t.co/vTJFQ2vk6L","MontereyCoPubHealth","2009-08-28 03:57:41",FALSE,FALSE,"WashCoverStay","Salinas, California","en",69498038,21,FALSE,"http://pbs.twimg.com/profile_images/472877972962041856/cbOQ45gf_normal.png",-75.1652215,39.9525839
"BarbDoyle","Healthcare consultant, Charlotte, NC.  Work centers around quality outcomes management, clinical data analysis, and healthcare reform.",964,132,2003,390,"http://t.co/3KIZDWWfA5","Barbara Doyle","2009-05-05 11:47:55",FALSE,FALSE,"BarbDoyle","Charlotte, NC","en",37906837,2,FALSE,"http://pbs.twimg.com/profile_images/623202457372467204/iS93sVV__normal.jpg",-81.6943605,41.49932
"1918FluSeminar","Tom Ewing, Seminar Director, NEH Summer Seminar for Schoolteachers, July 8-28, 2018",523,103,5,40,"https://t.co/70W3r6ZjiA","Spanish Flu Seminar","2014-12-30 11:54:18",FALSE,FALSE,"1918FluSeminar","Virginia Tech, Blacksburg VA","en",2951019797,7,FALSE,"http://pbs.twimg.com/profile_images/916007742434873344/vsVKoqz9_normal.jpg",-71.0588801,42.3600825
"GeisingerHealth","A national model for high-quality and cost-effective medical care. Dedicated to excellence in patient care, education, research and service.",5567,8547,1285,1260,"http://t.co/8Mysz48BBp","Geisinger","2009-02-12 13:58:15",FALSE,TRUE,"GeisingerHealth","Danville, Pa","en",20678850,324,FALSE,"http://pbs.twimg.com/profile_images/696225222056226816/JpR8yFV-_normal.jpg",-95.712891,37.09024
"PlasmaAir","Plasma Air manufactures air purification products using bipolar ionization technology utilizing ASHRAE's Standard 62.1 IAQ Procedure reducing outside air intake",387,4054,102,3859,"http://t.co/MhiAj1Xwbj","Plasma Air Int'l","2011-09-12 02:33:46",FALSE,FALSE,"PlasmaAir","Stamford, CT","en",372074502,66,FALSE,"http://pbs.twimg.com/profile_images/544868950379474944/_0Oh-tqV_normal.jpeg",-84.3879824,33.7489954
"kmcfish","#crazywraps #itworks ambitious educated Long Island girl #distributor #skinnywraps #greensonthego #hairskinnails #UHCcommunityplan #payitrorward",12489,352,20959,980,"https://t.co/r61wBOTFGX","kellyann mcfish","2009-03-15 14:26:09",FALSE,FALSE,"kmcfish","NY","en",24529468,25,FALSE,"http://pbs.twimg.com/profile_images/837656876867280896/oRi5PHwx_normal.jpg",-73.7867428,43.0829453
"lisaparro","public affairs director @AdvocateHealth; @collegeofmedia @Illinois_Alma & @MedillSchool alumna; mom; recovering journo; grammar snob; word nerd",3446,1025,298,2617,"https://t.co/T4yt60dJC6","Lisa Parro","2010-03-11 17:18:16",FALSE,FALSE,"lisaparro","Downers Grove, IL","en",122120872,34,FALSE,"http://pbs.twimg.com/profile_images/2828747498/fd572cbeb93ac2330c682b7977c3104d_normal.png",-83.1582451,40.0333961
"kemrichardson7","Kemberly Richardson is an Emmy Award winning journalist at Eyewitness News, Ch 7 WABC-TV in New York City. Dont let the easy , breezy style fool you : )",25964,16188,11489,1657,"https://t.co/iBvpoAXsHY","Kemberly Richardson","2011-10-12 18:16:58",FALSE,TRUE,"kemrichardson7","New York City","en",389609128,186,FALSE,"http://pbs.twimg.com/profile_images/845062404782407685/ykz_N8-Y_normal.jpg",-78.898619,35.9940329
"RkyMtnNaturals","100% Matching Credit up to $150 during December for first order. Over 2500 Non-GMO foods and products at https://t.co/YGA7rbKEtn",55959,4292,588,5001,"https://t.co/YGA7rbKEtn","Rocky Mtn Naturals","2016-09-19 08:59:52",FALSE,FALSE,"RkyMtnNaturals","Colorado, USA","en",777794322880077824,117,FALSE,"http://pbs.twimg.com/profile_images/829192764101361665/c6SSZ6dn_normal.jpg",10.3279036,44.801485
"LogicalFront","Logical Front integrates cutting edge technology with consulting and training to enrich organization's information systems.",380,285,78,430,"https://t.co/Ehkkntkbl4","Logical Front","2016-10-25 02:39:38",FALSE,FALSE,"LogicalFront","Sandy, UT","en",790744600734420992,8,FALSE,"http://pbs.twimg.com/profile_images/876824323360604160/2JwtIw6p_normal.jpg",5.291266,52.132633
"CityofSTLDOH","A healthy St. Louis community every day, all the time.",1580,484,273,225,"http://t.co/ihxUz0mZb1","CityofSTLDOH","2013-08-28 17:33:59",FALSE,FALSE,"CityofSTLDOH","1520 Market, Suite 4050","en",1707849080,28,FALSE,"http://pbs.twimg.com/profile_images/378800000375680565/ab71988c1195e49960d9a781b90e6464_normal.jpeg",-74.0059728,40.7127753
"CarolyneMas","Singer-songwriter, recording artist, pioneer, culinary alchemist, honors student BS Integrative Health. https://t.co/3TwmXtx1ft",19852,11648,36765,745,"https://t.co/Zueembx1i2","Carolyne Mas <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>","2009-05-17 18:48:22",FALSE,FALSE,"CarolyneMas","Sunizona, AZ","en",40712226,57,FALSE,"http://pbs.twimg.com/profile_images/952993220769689600/ji-XjaMg_normal.jpg",-3.188267,55.953252
"CDCofBC","The BC Centre for Disease Control provides provincial and national leadership in public health. Privacy notice: https://t.co/75dEcGUN2B",3513,4244,132,455,"http://t.co/qB28r60Y7F","BCCDC","2010-05-07 23:22:25",FALSE,FALSE,"CDCofBC","Vancouver, British Columbia","en",141379865,160,FALSE,"http://pbs.twimg.com/profile_images/554766205722980352/YjTfbEcq_normal.jpeg",-77.8600012,40.7933949
"ottawahealth","Ottawa’s leading source for health information, programs & services. Prevention, promotion & protection for healthy communities. Tweets by: Christine & Eric",22882,51665,6447,439,"https://t.co/al6xqGWQ49","Ottawa Public Health","2009-10-22 16:41:01",FALSE,TRUE,"ottawahealth","En français @OttawaSante","en",84366480,805,FALSE,"http://pbs.twimg.com/profile_images/664995376915582976/IQBf8k31_normal.jpg",-73.087749,41.6032207
"CarolinaFan1982","Medical librarian tweeting on topics concerning medical libraries, health care, nursing,  pop culture and sports.  :)  All views are my own. #medlibs",31015,1091,2929,1624,"http://t.co/eGP4w16m7K","Roy Brown","2009-01-22 03:49:21",FALSE,FALSE,"CarolinaFan1982","Richmond, VA ","en",19324624,292,FALSE,"http://pbs.twimg.com/profile_images/540929596607037441/Ha1Fqczv_normal.jpeg",-106.346771,56.130366
"writerdude","Writer @MSFTnews @microsoft",2461,2261,679,1957,"https://t.co/IZJ8LxoBiI","Bill Briggs","2009-04-19 15:32:46",FALSE,TRUE,"writerdude","Seattle, WA","en",33226245,71,FALSE,"http://pbs.twimg.com/profile_images/459401136508657664/bQsXeGqT_normal.jpeg",79.8268729,11.9297212
"GoodRx","Affordable prescription drugs for everyone.",3337,2575,2140,963,"https://t.co/lN64lECF81","GoodRx","2011-08-16 23:09:45",FALSE,FALSE,"GoodRx","Santa Monica, CA","en",356495526,60,FALSE,"http://pbs.twimg.com/profile_images/955920750111682561/hJ5qIkAv_normal.jpg",-89.9859158,32.2732024
"RocheDiaUSA","Doing now what patients need next.
Terms of Use:
https://t.co/6e36ZpMo2s",4683,2508,1342,462,"http://t.co/9TBv8zE4kE","Roche Diagnostics US","2012-05-25 18:25:11",FALSE,FALSE,"RocheDiaUSA","Indianapolis, IN","en",590205767,65,FALSE,"http://pbs.twimg.com/profile_images/510541652385996800/CCqMjwWk_normal.png",-79.3831843,43.653226
"MNAPIC","The Minnesota Chapter of APIC - Association for Professionals in Infection Control and Epidemiology.",97,55,56,116,"https://t.co/LerMJ28znj","APICMN","2016-12-09 07:39:52",FALSE,FALSE,"MNAPIC","St Paul, MN","en",807127610417418240,0,FALSE,"http://pbs.twimg.com/profile_images/807146344712323072/Qtbvlcya_normal.jpg",-94.367996,36.8689554
"MedHelpPulse","We are transforming healthcare by making a positive, lasting impact in the health of millions in diabetes & other chronic conditions. Division of @Vitals.",3504,6386,197,3720,"https://t.co/qWdgkRXm8a","MedHelp","2009-01-11 18:17:18",FALSE,FALSE,"MedHelpPulse","International","en",18874383,272,FALSE,"http://pbs.twimg.com/profile_images/2962231726/784273099560ea3de9532fdc3dea19fd_normal.jpeg",-74.0059728,40.7127753
"FeebleAsclepius","#MECFS & #Fibromyalgia patient = patience, science, lateral thinking, synthesis & self-experimentation. https://t.co/CURyVAfVKT",1036,230,396,516,"https://t.co/T4eTxknAdB","LavenderDojo","2011-11-27 08:18:59",FALSE,FALSE,"FeebleAsclepius","Castro Valley, CA","en",422449113,11,FALSE,"http://pbs.twimg.com/profile_images/730648515513188352/XO7mxfye_normal.jpg",-76.6121893,39.2903848
"rtehrani","CEO TMC: #Futurist, Corporate #Advisor: #UC #Cloud #IoT #Blockchain #Cybersecurity #VoIP #CRM #UCaaS #WebRTC #SaaS #BigData #Analytics #SDWAN #LPWAN",38825,14081,5906,8888,"https://t.co/jXncTWevnI","Rich Tehrani","2007-04-30 14:30:41",FALSE,FALSE,"rtehrani","Trumbull, CT","en",5654932,622,FALSE,"http://pbs.twimg.com/profile_images/378800000447877184/f7896fca0648407dd797c817d4481e5b_normal.jpeg",-95.712891,37.09024
"LIUBrooklynSHP","Official Twitter account for the LIU Brooklyn School of Health Professions.",250,24,11,76,"https://t.co/t0AGBnyFdJ","LIU Brooklyn SHP","2017-05-02 15:37:26",FALSE,FALSE,"LIUBrooklynSHP","Brooklyn, NY","en",859431643953725440,1,FALSE,"http://pbs.twimg.com/profile_images/870000574531612672/XmG4bck2_normal.jpg",-80.1343585,26.0989338
"ryanreft","Historian - Modern U.S. @librarycongress; writer @KCET. Former NYC public h.s. history teacher. Views expressed here are only those of rr; not his employer.",1766,219,218,203,"https://t.co/qLdzTygnz8","Ryan Reft","2016-10-16 21:45:20",FALSE,FALSE,"ryanreft","Washington, DC","en",787771432759623680,9,FALSE,"http://pbs.twimg.com/profile_images/823707193916669952/-9m3ls2M_normal.jpg",-0.1277583,51.5073509
"oneent","I am an entrepreneur, President and CEO of 2 companies One Entertainment ELSS,LLC, and One Entertainment PE,LLC. We provide Entity Mgmt,PR,Promo,and Legal Servs",22001,3994,4123,3716,"https://t.co/jMzvKcuaPx","oneentertainmentelss","2008-12-19 23:13:18",FALSE,FALSE,"oneent","Atlanta, GA","en",18255418,192,FALSE,"http://pbs.twimg.com/profile_images/767943308878475264/Mcjfo_R-_normal.jpg",-0.1277583,51.5073509
"PCP_Florida","We strive to achieve excellence in every aspect of the patient healthcare process, from the preliminary screening to ongoing treatment, maintenance, & support.",53,20,196,141,"https://t.co/38KPJQxWdl","Primary Care Physicians of Florida","2017-07-24 04:52:08",FALSE,FALSE,"PCP_Florida","Hollywood, FL","en",889347441862074368,0,FALSE,"http://pbs.twimg.com/profile_images/960970667804868608/B6G1EPlT_normal.jpg",-83.1285242,40.5886699
"HCA_News","Healthcare Analytics News covers the nexus of medicine and tech. The latest on analytics, AI, pop health, telehealth, cybersec, and more. An MJH Associates pub.",7198,845,257,181,"https://t.co/JQz1Cy3s3s","Healthcare Analytics News","2016-12-13 15:57:48",FALSE,FALSE,"HCA_News","Cranbury, NJ","en",808702468712529920,31,FALSE,"http://pbs.twimg.com/profile_images/936615865268576256/E8rsDimy_normal.jpg",-120.7401385,47.7510741
"charlesweijer","Professor in the Rotman Institute of Philosophy at Western University. Research ethics nerd.",952,489,438,361,"https://t.co/LgkFBMs9pt","Charles Weijer","2012-08-03 23:34:42",FALSE,FALSE,"charlesweijer","London, Ontario","en",735725389,9,FALSE,"http://pbs.twimg.com/profile_images/716339377694240768/ClnlMINk_normal.jpg",-87.6297982,41.8781136
"RadiatingHopeNE","Convenient, local access to the highest quality radiation therapy services. When you walk through our doors, you become family!",390,25,0,149,"https://t.co/DHCmndaQIn","Radiation Center","2017-03-18 00:55:07",FALSE,FALSE,"RadiatingHopeNE","Nashua, NH","en",842902150002987008,0,FALSE,"http://pbs.twimg.com/profile_images/842912982950592512/KGQuG7I5_normal.jpg",-81.5312701,28.413638
"CoMo_HealthDept","Official Twitter for the Public Health & Human Services Dept. of @CoMoGov & Boone Co, promoting and protecting the health, safety & well-being of our residents.",2073,1263,353,275,"https://t.co/ONSGJanPuS","Columbia/BooneCounty PublicHealth & HumanServices","2009-07-07 14:47:24",FALSE,FALSE,"CoMo_HealthDept","Columbia, Missouri","en",54567068,70,FALSE,"http://pbs.twimg.com/profile_images/875461574848151553/Hk-lF1S1_normal.jpg",-112.3769433,33.4537813
"CityofVisalia","The Gateway to the Sequoias - A great place to live work and play!",2857,3432,2289,1154,"http://t.co/uBHkeRdbnG","City of Visalia","2013-09-04 05:05:37",FALSE,FALSE,"CityofVisalia","Visalia, CA","en",1727669743,33,FALSE,"http://pbs.twimg.com/profile_images/667861608765329409/MYDU4Hu1_normal.png",-73.7948516,40.7282239
"KPCommHealth","At Kaiser Permanente, we expand access to health care, promote healthy eating, active living,  healthy environments and #healthequity.  Tweets <U+2260> medical advice.",4845,1911,399,524,"http://t.co/BUygBHaxcZ","KP Community Health","2011-04-04 17:20:16",FALSE,FALSE,"KPCommHealth","Oakland, CA","en",277081978,70,FALSE,"http://pbs.twimg.com/profile_images/1300000616/butterfuly_normal.jpg",-95.712891,37.09024
"GreeneCOHD","Greene County Public Health Department for the people of Greene County, Ohio. Your trusted local public health authority since 1920.",7808,844,1973,652,"https://t.co/AyHcM2OF0J","GC Public Health","2012-06-12 17:55:00",FALSE,FALSE,"GreeneCOHD","Xenia, OH","en",606508957,71,FALSE,"http://pbs.twimg.com/profile_images/430384702499717120/0Ari3JZ8_normal.jpeg",-96.9594511,19.451938
"BioAndBaseball","Senior Analyst & ELBI Program Manager, @JHSPH_CHS. Research Associate, @JohnsHopkinsSPH. I study biosecurity, the life sciences, and national security. WWDAD.",22831,1340,16034,1605,"https://t.co/C6g9SZnwxU","Matt Watson","2011-04-16 16:47:28",FALSE,FALSE,"BioAndBaseball","Baltimore, MD","en",283127383,107,FALSE,"http://pbs.twimg.com/profile_images/719966199250083841/eZ5RLg6W_normal.jpg",-82.9987942,39.9611755
"anna_e_hiller","Writer of creative nonfiction. Translator (EN/ES). Erstwhile academic. Disenfranchised lorquista. Poet. Armchair philosopher. (Ab)user of clever punctuation.",456,162,195,414,"https://t.co/KKJPYt5iBd","Anna E Hiller","2017-02-10 17:21:21",FALSE,FALSE,"anna_e_hiller","San Francisco, CA","en",830104378577006592,3,FALSE,"http://pbs.twimg.com/profile_images/893862947474227200/iuQpyUe6_normal.jpg",-95.712891,37.09024
"notcolloquial","Scholar-Activist | A Gorgias In Socrates' Clothing | All Pedagogy is Political | Research: Vaccines, White Nationalism | They/Them",4744,739,3185,397,"https://t.co/AAAq7AgzaF","CV Vitolo-Haddad","2010-02-05 04:06:10",FALSE,FALSE,"notcolloquial","Madison, WI","en",111499615,11,FALSE,"http://pbs.twimg.com/profile_images/960281578860630016/F1N0nwbA_normal.jpg",-73.996348,40.713327
"whereismeersman","some designer or something. was weird long before Austin. designer/researcher/homehacker/dad. redhead of average height circa 1954.",13600,658,2406,555,"https://t.co/vOVszuErLk","moe jeersman","2011-03-14 02:57:01",FALSE,FALSE,"whereismeersman","austin","en",265753040,50,FALSE,"http://pbs.twimg.com/profile_images/458752240434425856/W6ZOg-YE_normal.jpeg",-106.346771,56.130366
"lpinsurance","Helping you protect your business, employees & family while enriching the community since 1954. #insurance | Our catalyst: @cityCURRENT | @smallbizinsure",2714,1570,749,1283,"https://t.co/v5qRa8UeSb","Lipscomb & Pitts Ins","2010-11-05 01:55:01",FALSE,FALSE,"lpinsurance","Memphis, TN","en",212073180,51,FALSE,"http://pbs.twimg.com/profile_images/677581151767236610/5wET9Uw0_normal.jpg",-127.6476205,53.7266683
"elht_audit","Improving quality of Patient Care through evidence based Best Practice. <ed><U+00A0><U+00BD><ed><U+00B3><U+0088><ed><U+00A0><U+00BD><ed><U+00B3><U+0089> Contact ClinicalAudit.Effectiveness@ELHT.nhs.uk for queries & support. <ed><U+00A0><U+00BD><ed><U+00B2><U+00BB> <U+2328><ed><U+00A0><U+00BD><ed><U+00B6><U+00B1>",604,128,676,318,"https://t.co/ueTkCcyIUg","ELHT Clinical Audit & Effectiveness Department","2017-11-22 16:10:03",FALSE,FALSE,"elht_audit","East Lancashire, England","en",933366977531400192,0,FALSE,"http://pbs.twimg.com/profile_images/933419300752445442/MfIN1tzh_normal.jpg",-122.4194155,37.7749295
"DvSignage","Global digital transformation & technical interiors specialist. Delivering high end AV solutions in CX & Ops Centres, Boardrooms, Tech Labs & Smart Buildings",6661,470,3040,314,"http://t.co/6coVzT5sEg","DV Signage","2011-07-06 11:15:16",FALSE,FALSE,"DvSignage","London, England","en",330269032,19,FALSE,"http://pbs.twimg.com/profile_images/944679006586028032/7t4HT9OV_normal.jpg",-2.13125,49.214439
"daily_briefing","@AdvisoryBd's daily newsletter, serving the health care industry and covering the coverage of hospital policy, strategy, and operations.",17614,9460,415,164,"http://t.co/fdLKaJFwQH","The Daily Briefing","2009-06-25 14:11:05",FALSE,FALSE,"daily_briefing","Washington, D.C.","en",50655319,395,FALSE,"http://pbs.twimg.com/profile_images/915651148232654855/HWoPAYtG_normal.jpg",-117.1610838,32.715738
"NFIDvaccines","Non-profit educating public & #healthcare professionals on causes, treatment, & prevention of infectious diseases across the lifespan #FightFlu #GetVaccinated",14346,5324,1469,4196,"http://t.co/uI84I9o67B","NFID","2011-02-04 16:31:52",FALSE,FALSE,"NFIDvaccines","Bethesda, MD","en",247351807,155,FALSE,"http://pbs.twimg.com/profile_images/378800000867106495/72WYzeR4_normal.jpeg",-77.0368707,38.9071923
"GreenTipGuy","Just a weird guy offering simple ways to improve your life...or random songs. Either way",1828,1796,1815,2915,"http://t.co/thL1vvRrWd","GreenTip of the Week","2013-03-17 18:17:32",FALSE,FALSE,"GreenTipGuy","Dallas, TX","en",1275656971,102,FALSE,"http://pbs.twimg.com/profile_images/854519099799384064/bBiAUQjV_normal.jpg",-85.6023643,44.3148443
"lindykyma","Physician advocate, medical and compliance coder, fan of  college basketball,Texas Hold-Em, Gotham, Running, and  Planet Fitness.",7540,644,10746,1475,"http://t.co/baIUQJQ4LU","Lindy Lady","2014-06-25 19:25:12",FALSE,FALSE,"lindykyma","Louisville, KY ","en",2588091469,41,FALSE,"http://pbs.twimg.com/profile_images/931345955118600197/kwhY0wVG_normal.jpg",-74.0059728,40.7127753
"SterileSpace","We treat all kinds of facilities & equipment to inhibit the growth of infectious organisms like #MRSA, #EColi, #Staph, and more caused by cross contamination.",487,33,37,101,"https://t.co/XPpNuqTnr7","Sterile Space","2014-05-23 00:39:22",FALSE,FALSE,"SterileSpace","Verona, NJ","en",2559626501,0,FALSE,"http://pbs.twimg.com/profile_images/918167597081907200/k2iuSdR2_normal.jpg",-119.2233014,46.2349999
"CMichaelMcLeod","Building a Great Society—together. Humorist (I think so). Learner/Knowledge sharer. RT/follow not endorsement.",12516,1345,24279,4998,"https://t.co/4qcW5vx6DZ","Mike McLeod","2011-07-24 23:54:19",FALSE,FALSE,"CMichaelMcLeod","Jacksonville, Florida","en",341794240,116,FALSE,"http://pbs.twimg.com/profile_images/962130648503848963/-fRU2FTU_normal.jpg",-83.357567,33.9519347
"BreannaFuss","Anchor & MMJ @SPECNewsBuffalo, @SPECNewsROC | MN<U+27A1><U+FE0F> SD<U+27A1><U+FE0F> NY | RT <U+2260> endorsements | <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8>https://t.co/UvJPCSTbIK | <ed><U+00A0><U+00BD><ed><U+00B3><U+00A7> breanna.fuss@charter.com",12682,1733,938,1661,"https://t.co/7Qis5C0PvD","Breanna Fuss","2009-05-12 18:24:50",FALSE,FALSE,"BreannaFuss","Buffalo, NY","en",39560344,91,FALSE,"http://pbs.twimg.com/profile_images/859721965430616064/lW6ZBtHB_normal.jpg",2.1734035,41.3850639
"SkipMarcucciMD","General/Trauma Surgeon, ICU doc, acupuncturist, patient safety books author, open hearth foreman, engineer, film producer. Tweets not medical advice.",3537,2496,567,1416,"https://t.co/6E5eHEEEYV","L. Marcucci, MD","2015-01-23 03:13:40",FALSE,FALSE,"SkipMarcucciMD","USA","en",2993465277,77,FALSE,"http://pbs.twimg.com/profile_images/790014058846048256/9kNoMdXd_normal.jpg",-82.4571776,27.950575
"MedLabSupply","Medlab Supply provides health related supplies ranging from essential oils and glassware to mix them to diabetic accessories like 
needles and syringes",8513,3546,1412,3446,"http://t.co/jkGlTf3v8F","Medlab Supply","2009-12-08 21:26:06",FALSE,FALSE,"MedLabSupply","Florida","en",95506111,125,FALSE,"http://pbs.twimg.com/profile_images/842756667053916160/1JM6tKUf_normal.jpg",-119.4179324,36.778261
"CurisSystem","Portable, powerful, advanced decontamination - infection control/outbreak response Eliminate harmful viruses, bacteria, fungi, micro-organisms #infectioncontrol",1416,120,2087,780,"https://t.co/AWwLEtHe0Y","CURIS System","2017-02-08 13:50:17",FALSE,FALSE,"CurisSystem","Oviedo, FL","en",829326487404834816,1,FALSE,"http://pbs.twimg.com/profile_images/841333500292825089/SIKlRQKo_normal.jpg",-119.4179324,36.778261
"KPSantaClara","Kaiser Permanente Santa Clara Medical Center. Health Care, Preventative Care, Total Health, mind, body & spirit. Thrive. Tweets are not medical advice.",1890,1284,829,198,"http://t.co/MOTwcNHsu2","KP Santa Clara","2009-12-11 17:26:10",FALSE,FALSE,"KPSantaClara","Santa Clara, CA","en",96168068,54,FALSE,"http://pbs.twimg.com/profile_images/1817966822/KP_logo_normal.gif",-99.9018131,31.9685988
"PieHoleBlogger","#Dietitian, #nutrition professor, mum, #aerialist, #acrobat, #foodie, cook, chocolate lover, subscribes to the philosophy ‘just put less in your pie hole’",3370,592,153,689,"https://t.co/dtU0l1YYGM","PieHoleBlogger (APD)","2013-04-02 11:32:23",FALSE,FALSE,"PieHoleBlogger","San Diego","en",1322295638,122,FALSE,"http://pbs.twimg.com/profile_images/3466289458/28137277253f7443d7a5140e925653f7_normal.jpeg",-95.712891,37.09024
"TheMorningFeed","@SpongeRob17 & @GillianMcGheek get up early to do the news and talk about it on @RivetRadio's premiere podcast. #TMF",144,37,117,202,"https://t.co/ONU95pOsyi","The Morning Feed","2017-01-04 18:41:16",FALSE,FALSE,"TheMorningFeed","Chicago, IL","en",816716141699694592,3,FALSE,"http://pbs.twimg.com/profile_images/817036306131910657/PrZWsOxx_normal.jpg",-79.9414266,37.2709704
"thebrianblack","Husband to @AmberbVIPKID, father of 5, ND FANatic, washed up athlete, tech nerd & exceptionally gifted napper | God. Country. ND.",18378,1018,5207,693,"https://t.co/9I0UYS9CJ4","Brian Black","2009-06-07 20:07:22",FALSE,FALSE,"thebrianblack","Asheville, NC","en",45412239,24,FALSE,"http://pbs.twimg.com/profile_images/934798464885633026/lzqXqKLH_normal.jpg",-82.4571776,27.950575
"Zoono_USA","Zoono USA provides a nontoxic, long-lasting antimicrobial protection formula that is safe to use on both skin and surfaces. <ed><U+00A0><U+00BD><ed><U+00B6><U+0090><U+FE0F> Try our GermFree24 products now!",191,25,279,50,"https://t.co/DA3Xff9Jc5","Zoono USA","2017-10-23 17:45:39",FALSE,FALSE,"Zoono_USA","United States","en",922519399755599872,0,FALSE,"http://pbs.twimg.com/profile_images/922523383664906241/po-YX1yb_normal.jpg",-122.2711137,37.8043637
"FlexPAC","Taking a customer-first approach in creating turnkey solutions in the areas of package design, facility solutions & products, training, and safety equipment.",1532,577,503,379,"https://t.co/MQMET7kPTc","FlexPAC","2011-05-06 14:38:29",FALSE,FALSE,"FlexPAC","Indianapolis, IN","en",294097911,35,FALSE,"http://pbs.twimg.com/profile_images/550030381995405313/rzBIte8v_normal.jpeg",-77.0368707,38.9071923
"paige_monborne","Analyst/Reporter - Prevision Policy, LLC DMV native. Follow/RT<U+2260>endorsement",1510,119,262,500,"http://t.co/SiTnlowMNX","Paige Monborne","2015-05-20 16:12:21",FALSE,FALSE,"paige_monborne","Washington, DC","en",3291488751,7,FALSE,"http://pbs.twimg.com/profile_images/690234180039405568/AekKgk3l_normal.png",113.921327,-0.789275
"LisaHuttoMD","Lisa Hutto, MD of Palmetto Allergy & Asthma - the Midland's leading specialist in the treatment of nasal allergy, sinus disease and asthma conditions.",1350,881,125,1277,"http://t.co/o1ZbU8Lguk","LisaHuttoMD","2013-03-25 21:52:26",FALSE,FALSE,"LisaHuttoMD","Columbia, South Carolina","en",1301275200,26,FALSE,"http://pbs.twimg.com/profile_images/3430263919/245c001215bbe1272c2f27321e36ed5e_normal.png",-74.0059728,40.7127753
